0,0002005018
1,0399135782
2,0771074670
3,1558746218
4,0440234743
5,0452264464
6,0609804618
7,1841721522
8,0061076031
9,0971880107
10,0345402871
11,0345417623
12,0375759778
13,0425163091
14,0375406328
15,0446310786
16,0449005615
17,0060168013
18,038078243X
19,0061099686
20,0553582909
21,0671888587
22,0553582747
23,0425182908
24,042518630X
25,0440223571
26,0842342702
27,0440225701
28,0060914068
29,0156047624
30,0380715899
31,0553280333
32,0671623249
33,0679810307
34,0345260317
35,042511774X
36,0804106304
37,1853260053
38,0060938412
39,0140067477
40,0345465083
41,1558531025
42,0441783589
43,0394895894
44,0316769487
45,0679429220
46,0671867156
47,0312252617
48,0312261594
49,0446677450
50,0451166892
51,067976397X
52,0786868716
53,0671864769
54,0312953453
55,0446608653
56,0446612545
57,0446612618
58,0451208080
59,0553584383
60,0671027360
61,0316735736
62,0743439740
63,0380619458
64,0446325805
65,0451406923
66,0671042858
67,0425184226
68,0375500766
69,0060929790
70,0060976845
71,0061099325
72,0671004573
73,0446601640
74,038572179X
75,0345425294
76,0451410319
77,0553583468
78,0380778556
79,0451525221
80,0385336772
81,0440949424
82,0505524996
83,0812575482
84,044651747X
85,0060801263
86,0446527165
87,0671461494
88,0385337639
89,039575514X
90,0451206673
91,0330332775
92,0486284735
93,0399138684
94,0345354931
95,0553278223
96,0060977493
97,0312872682
98,0316602906
99,0316693006
100,0345311396
101,0345378490
102,0345404793
103,0375400117
104,0375705856
105,0380717018
106,0380718332
107,038076654X
108,0380807866
109,0385316895
110,0385497466
111,0385508042
112,0385509456
113,0385511612
114,0385730586
115,0425164403
116,0440234964
117,0446605484
118,0446610399
119,0449006522
120,0449911004
121,0451162072
122,0451186648
123,0452282152
124,051513290X
125,0553580388
126,0590629719
127,0671023616
128,0671027387
129,0684848783
130,0743486226
131,0786863986
132,0804117934
133,140003180X
134,155874262X
135,0060987103
136,0151008116
137,0375704965
138,0525947647
139,0804111359
140,1558744150
141,0316782505
142,006102063X
143,0060013117
144,0060199563
145,0060563079
146,0064472264
147,0312156960
148,0312890044
149,0375751513
150,0375823468
151,0439510112
152,0440241413
153,0451409256
154,0451523415
155,0451526279
156,0451526341
157,0486415864
158,0553280589
159,0571197639
160,0679751343
161,0684833395
162,0743245024
163,1563898586
164,0374270325
165,0375719180
166,0440235502
167,044023722X
168,1573225487
169,0060977477
170,0553278746
171,0670856045
172,0937858994
173,0553571486
174,0972044205
175,0312963009
176,0345435869
177,0380728729
178,055329198X
179,0812541642
180,0486282112
181,0684193957
182,0345371984
183,0380730138
184,1573228737
185,0452283914
186,0425120279
187,0380728273
188,0446606197
189,1559703237
190,0060188731
191,0140374248
192,0142001740
193,0312995423
194,0380704587
195,0380815923
196,0385416342
197,0385418493
198,038542471X
199,0449005410
200,0449202631
201,0449207544
202,0515128554
203,0517577402
204,0590481371
205,067103619X
206,0743411269
207,0743470389
208,076218857X
209,0767905938
210,0140345809
211,0156528207
212,0380012863
213,0451154916
214,0198320264
215,0373245580
216,0451527747
217,0671867113
218,0060173289
219,0060973897
220,006101351X
221,0316666343
222,0440224675
223,0449002632
224,0449213773
225,0452279690
226,0553569058
227,0679427430
228,1573225126
229,1878424319
230,0345297709
231,0345313097
232,0345335465
233,0385333404
234,044021145X
235,0449212084
236,0553582682
237,0843136685
238,1561561428
239,0553210092
240,0553258524
241,055358099X
242,0316168815
243,014023828X
244,0345424719
245,0375726403
246,0385503857
247,0440226104
248,0452277337
249,0553802488
250,0671021001
251,0767903579
252,0805063897
253,0679777431
254,0553285343
255,0671002481
256,0842329129
257,0345451260
258,0740700235
259,0380973545
260,0743424425
261,0786868015
262,0446610178
263,0684854953
264,0743229878
265,0380732335
266,0385337132
267,0440235057
268,0060915544
269,0060917016
270,0060925000
271,0060932759
272,0061000280
273,0312195516
274,0399137807
275,039914739X
276,0451203046
277,0451410556
278,0312278586
279,0312288115
280,0380710218
281,0515118656
282,0553289063
283,0671000306
284,0671673688
285,0618173870
286,0156027321
287,0385721420
288,0451202341
289,0743418190
290,0385335407
291,0060923245
292,0486272664
293,0060913509
294,0553272837
295,0440225078
296,0425181111
297,0380732688
298,0140286276
299,0373484100
300,0449907481
301,0553107305
302,080213825X
303,0515127833
304,0345441133
305,0515134279
306,0385490992
307,0385424728
308,0312980388
309,0385472951
310,0425182878
311,0553564528
312,055356451X
313,0743412621
314,0020442408
315,042517736X
316,0671868713
317,038549825X
318,0345313860
319,0345369947
320,067170124X
321,0345353625
322,006017143X
323,0805056491
324,0679401377
325,1562827049
326,0385306032
327,0821772953
328,0345379454
329,0553576925
330,0743206053
331,0688169678
332,0439319552
333,0307001164
334,0590687301
335,0439061644
336,0307118703
337,0812519655
338,0812524853
339,193072229X
340,0812521129
341,0345251733
342,1400077826
343,0312312628
344,0446394521
345,0590021117
346,068484267X
347,0553578693
348,0380709260
349,0312986769
350,0345413377
351,0345413369
352,0679893105
353,0061096091
354,0345369068
355,0451184718
356,0449209121
357,0060938455
358,080411952X
359,0060558865
360,0767912918
361,0553298860
362,0385335679
363,0440122090
364,0671525832
365,0553279572
366,0061009059
367,0060930187
368,0679450432
369,0821775863
370,0821770209
371,0446364193
372,0446519138
373,0425179672
374,0061042943
375,0399144463
376,0385314019
377,0618231617
378,0425174484
379,0140185216
380,0062507249
381,0684801221
382,1576737357
383,0060083298
384,0446672211
385,0140293248
386,0142000205
387,0316735027
388,193156146X
389,015600710X
390,0062517856
391,0679767789
392,0449911683
393,0425169626
394,0449207757
395,0449245691
396,0140620427
397,0385504209
398,0446525502
399,0399147012
400,0670892963
401,0688180639
402,0316789089
403,0451197275
404,0425184129
405,0151001006
406,0385505833
407,0679442790
408,0609605925
409,0060191929
410,0743206045
411,0684864843
412,0684867818
413,0743406176
414,0446523569
415,0671042556
416,0679450440
417,0609606727
418,0446527793
419,0446531332
420,1570717257
421,0060192631
422,0385420161
423,0345339711
424,039304016X
425,0399147128
426,0670031046
427,0316969443
428,0743230051
429,0316693200
430,0684868911
431,0684864320
432,0451176812
433,0671525794
434,0718144538
435,0446602086
436,0064407667
437,0349101779
438,0743222229
439,0767908473
440,0375501347
441,0060927240
442,0316776963
443,156341029X
444,0060934719
445,1555834531
446,0451181379
447,0786889160
448,0345370740
449,0553574167
450,0679801146
451,0446300101
452,0425142485
453,0440117291
454,0786886463
455,0345395379
456,0345403339
457,038529929X
458,1573229571
459,0517201658
460,0743211383
461,0312977905
462,0812521331
463,0451205421
464,0440218535
465,0449207595
466,0670844594
467,0590897985
468,0689829698
469,0064405052
470,0152162577
471,015216250X
472,0440415993
473,0345391802
474,0440219078
475,0345356578
476,0345346971
477,0753804700
478,0451155750
479,0786890436
480,0345428544
481,0671694049
482,0449006557
483,0373250339
484,0380820447
485,0451454243
486,039914563X
487,0425161722
488,0385493800
489,067175145X
490,0440211727
491,0380002450
492,0425134350
493,044661162X
494,0671742566
495,0515122408
496,0440222818
497,038533334X
498,0440120470
499,0440130913
500,0449001954
501,0345404777
502,0451185277
503,0440224829
504,0515134368
505,0380759497
506,0394578791
507,1558505377
508,068983571X
509,0553256785
510,0892967994
511,1551668785
512,0380817144
513,0380752115
514,0553212583
515,0446364762
516,0425166619
517,0765341972
518,0064472779
519,0553581279
520,0553561618
521,0312422156
522,0373196741
523,0140065172
524,044022165X
525,0373123485
526,0399143165
527,0425124347
528,0312282990
529,0425137945
530,042512892X
531,0425113892
532,0394820371
533,0449134482
534,014036336X
535,0375821813
536,0812516826
537,0345348036
538,0553568760
539,034538184X
540,0140620109
541,0375420827
542,0671745530
543,0805062971
544,0671510053
545,1573229385
546,0385334036
547,0060914653
548,0345347536
549,055321313X
550,0060529709
551,0679743464
552,0375704027
553,0590484672
554,0743237188
555,0553586122
556,0553584510
557,0345341201
558,1551662744
559,0440175623
560,0440216842
561,0345443284
562,0553285653
563,0394800133
564,0060972777
565,0156001942
566,055326382X
567,0345418018
568,0684801469
569,0312420145
570,0375401318
571,0140253602
572,0671789422
573,014016930X
574,0140077022
575,0679732764
576,0553273604
577,0553273914
578,0060256672
579,039592720X
580,0060928336
581,0671003755
582,0553268449
583,0684844729
584,038001503X
585,0440215625
586,0316777730
587,0375501851
588,0877733759
589,0805019367
590,0140070206
591,0140236589
592,0140042393
593,0671726889
594,0446601241
595,0451124340
596,0345384466
597,0446604801
598,0345422392
599,0679734775
600,0425124819
601,0345409469
602,1558747346
603,0373250177
604,0141001771
605,0451523369
606,0786884622
607,0449005569
608,0671027344
609,006019491X
610,0684819066
611,0375420673
612,0066211611
613,034537522X
614,0345375211
615,0380789035
616,0345358791
617,0060964049
618,0812551389
619,0345298985
620,0345316991
621,034531011X
622,0679734058
623,0451130448
624,0440206154
625,0345370775
626,0452265347
627,0743457943
628,0373484224
629,0553205757
630,0312421001
631,0380789019
632,0380018179
633,0517395754
634,067101420X
635,0679457313
636,0394557433
637,0553571656
638,0312169787
639,0786866276
640,0140266771
641,015644450X
642,0679723420
643,0441004016
644,0671500546
645,0553572490
646,0553576976
647,0373257074
648,0349103232
649,0679745653
650,0571200389
651,0140431268
652,0099771519
653,067102535X
654,0876855575
655,0330376136
656,0140272658
657,0385720920
658,0385498721
659,0380813815
660,0836217632
661,0140099832
662,0385314744
663,0316107417
664,0894803700
665,0590457225
666,0316929190
667,0439404371
668,0679741011
669,0345307674
670,0345297687
671,1573225789
672,0380754843
673,0345368940
674,0553296981
675,0375724575
676,0345285549
677,0345301870
678,0451169530
679,067168390X
680,0385335881
681,0385335482
682,0553258001
683,0671679627
684,0373871279
685,0373484070
686,0805063889
687,0553582658
688,051513399X
689,0373218400
690,0316825336
691,0679419152
692,0060192895
693,0826308791
694,0140259198
695,0345435249
696,0441003257
697,0451202503
698,0446606812
699,0671028375
700,0451181468
701,0399149759
702,0345384733
703,0671759361
704,0399146008
705,0515132632
706,0688124402
707,0060930535
708,0375702709
709,044990928X
710,0671038184
711,0060916508
712,0399242562
713,0552996009
714,0142000663
715,0590112899
716,0590660543
717,0345361792
718,0394404289
719,0345458915
720,038531258X
721,006092988X
722,0743225406
723,0553256696
724,0802433243
725,0375413081
726,1400034779
727,038533303X
728,0786885688
729,0671880187
730,0385247745
731,0671311891
732,0345387007
733,037570504X
734,0767902521
735,0892967048
736,0553377868
737,0609608444
738,1558744606
739,080410753X
740,0451526503
741,0345325818
742,014131088X
743,0140244824
744,0743221990
745,0312983212
746,031227999X
747,0385508417
748,0385510438
749,0380723638
750,0307132668
751,0373169876
752,0385324057
753,0425185710
754,0061030651
755,0425178773
756,0553575619
757,031298250X
758,006109594X
759,0671527215
760,0486203077
761,0671522817
762,0618045996
763,0671318314
764,0553377876
765,014025448X
766,0060934417
767,0671793489
768,0679772677
769,0312983824
770,0449149676
771,0449006344
772,0553568183
773,0451191153
774,0440224624
775,0743418174
776,0451526295
777,0440214424
778,0451187903
779,0385491050
780,0671036505
781,0553213504
782,0446605891
783,0394758285
784,0671004565
785,0345370805
786,0375703055
787,0156006529
788,0446673544
789,0140256369
790,0312243022
791,0316789844
792,0679761837
793,0385490445
794,0380725398
795,0345316770
796,0375700757
797,0070212570
798,0385480016
799,0061098361
800,0061093092
801,0451411013
802,0446611239
803,0553580078
804,0425189414
805,0812909372
806,0451410912
807,0316781266
808,0486280616
809,0671032658
810,0451402103
811,0373250223
812,0380817683
813,0671689231
814,0380814021
815,0373711026
816,0373710992
817,0373711107
818,0373711123
819,0373711131
820,0061098795
821,0375725784
822,0380012774
823,0142004030
824,0452281784
825,038533656X
826,0743230213
827,0345436911
828,0452284481
829,0802135196
830,0440217520
831,0373834985
832,0679450548
833,0345339703
834,038039586X
835,0670030643
836,0060929596
837,0440131480
838,0375707425
839,0590447319
840,0440940001
841,0812565959
842,034536628X
843,0880387483
844,0880387300
845,0425163385
846,0743444051
847,0671042262
848,0425157539
849,0553585681
850,0553585118
851,0743212002
852,0373152655
853,0821728326
854,037348397X
855,0380773155
856,0679731148
857,0394822862
858,0380600129
859,0451522389
860,082176828X
861,0316693324
862,0553283685
863,0590629824
864,0743412273
865,0345367898
866,0553110721
867,0553580272
868,0679452281
869,0393029190
870,0449912558
871,0449300021
872,0684835983
873,0440226430
874,0385721358
875,031231616X
876,089480829X
877,0767912233
878,0894805770
879,0312269102
880,0062502174
881,0688177751
882,0345438329
883,0345401123
884,1551669501
885,0375707972
886,0618126988
887,0060094850
888,0142000361
889,0872860175
890,0020518609
891,0345446860
892,0446310492
893,037348285X
894,0515090506
895,0399145087
896,0812590244
897,0060192119
898,0836218256
899,1575666529
900,0312990456
901,0316969680
902,0449207463
903,0141180633
904,0786887842
905,1853260312
906,0440418569
907,0441005667
908,0312965338
909,0399501487
910,0425188361
911,0066210151
912,0375411992
913,0743203313
914,0425177173
915,0425172554
916,0440224764
917,0553572997
918,034543076X
919,0380727501
920,037542217X
921,0345440773
922,0440208912
923,0061093106
924,0373218192
925,0515120006
926,0515127396
927,0345433084
928,0345416260
929,0385494785
930,0385486804
931,0385512104
932,0451180208
933,0525237704
934,0440236673
935,0553295071
936,0316291161
937,0449208397
938,0679771476
939,0684848597
940,031215125X
941,0064405176
942,0061056871
943,0883659654
944,0440235162
945,076790382X
946,0425158616
947,0307001385
948,0062502182
949,0060175400
950,1573221775
951,0913367176
952,0671537458
953,0517573822
954,0743437810
955,0385240406
956,0517149257
957,0743222008
958,0812590236
959,0515127221
960,0425161242
961,0312982194
962,0451195922
963,0425169863
964,0345380371
965,0446609323
966,0316690619
967,0446610038
968,0449222276
969,0440224608
970,0451201558
971,0061032077
972,0679459626
973,0812566629
974,0671001701
975,0553583085
976,1892051001
977,0805019375
978,0380706725
979,1558747478
980,0006550789
981,0812517032
982,0385492081
983,0451524829
984,0465090974
985,0684829746
986,0425130215
987,0061000175
988,0312971362
989,0061097659
990,006017935X
991,067976402X
992,1558532161
993,0743457358
994,0743456866
995,0440235464
996,0345425707
997,0451821971
998,0670894494
999,0060394447
1000,0385491328
1001,0345434692
1002,0553131893
1003,076790351X
1004,0425167313
1005,0316314641
1006,034540288X
1007,0786808772
1008,0553234609
1009,0553258540
1010,0440237688
1011,0425167720
1012,0609610597
1013,0446519960
1014,0374281602
1015,0060970790
1016,0156787334
1017,0316182540
1018,0553343874
1019,0553299506
1020,0446611611
1021,0446604658
1022,0553282476
1023,0449212602
1024,0684867621
1025,0451147375
1026,0345413903
1027,0590634275
1028,0061031569
1029,0553582143
1030,0743202961
1031,0060002492
1032,0399148620
1033,0786866462
1034,0679426159
1035,0671020315
1036,0316569321
1037,067169071X
1038,0679732241
1039,042513301X
1040,0449214982
1041,0515090174
1042,0515095826
1043,0515111279
1044,0671555235
1045,0553580876
1046,0385475713
1047,0345441753
1048,0553375407
1049,0151006903
1050,0679744479
1051,0425115801
1052,0312983654
1053,0671024248
1054,0671034022
1055,0440208149
1056,0451151259
1057,0375727132
1058,0446607711
1059,014029645X
1060,0345416880
1061,0380771292
1062,0312314256
1063,0445202718
1064,038548951X
1065,0679725164
1066,0312278675
1067,0060512806
1068,0060901012
1069,0060972459
1070,0805012478
1071,0060975547
1072,0609806505
1073,0060977507
1074,055326396X
1075,0812505166
1076,0393312801
1077,0446525804
1078,0446516570
1079,0380752298
1080,0345434773
1081,0515122491
1082,051512902X
1083,0515131091
1084,0380791382
1085,0140265686
1086,0140257934
1087,0140254544
1088,0446603708
1089,0451524934
1090,0679721819
1091,0345392825
1092,0679745645
1093,0671027123
1094,0449225151
1095,0590449737
1096,0345350499
1097,0312976275
1098,0767905180
1099,0373242328
1100,0373709102
1101,0517077744
1102,0373271867
1103,0373240228
1104,059035342X
1105,0373764146
1106,0446529788
1107,044652767X
1108,0373708351
1109,0373835426
1110,0312968256
1111,0451205650
1112,0316089699
1113,1551669404
1114,0373708319
1115,0373706545
1116,0671671138
1117,0821724231
1118,0425109267
1119,0380710005
1120,0140348107
1121,0060506679
1122,0375701427
1123,0553135457
1124,0380000830
1125,0330312367
1126,0312281250
1127,0060936363
1128,038082101X
1129,0380977745
1130,1558747028
1131,0671708635
1132,0399139125
1133,0553377884
1134,0451195507
1135,0061012289
1136,0451195493
1137,0061092088
1138,0425162788
1139,0451208811
1140,0345342968
1141,0192860925
1142,0812550706
1143,0553580302
1144,0441102670
1145,0441328008
1146,0441294677
1147,0441104029
1148,0345443683
1149,0345378482
1150,0671758896
1151,0345348109
1152,0451177096
1153,0345422384
1154,0441328091
1155,0684818868
1156,0812513754
1157,0812550307
1158,0812513738
1159,0812511816
1160,0671722727
1161,0375705090
1162,0099244926
1163,0413588106
1164,0880385367
1165,0451183681
1166,0425122123
1167,0812530489
1168,081257060X
1169,0446326488
1170,080410882X
1171,1578562325
1172,0385484518
1173,0060922532
1174,0786864133
1175,156836010X
1176,0440236703
1177,0671795937
1178,0345380274
1179,0440224039
1180,1592400876
1181,0316779490
1182,0767902513
1183,068815252X
1184,0375706410
1185,020530902X
1186,0380810336
1187,1565122798
1188,0486401464
1189,0553211978
1190,0553274503
1191,0440224659
1192,0413537900
1193,0671511424
1194,0425133540
1195,0743469801
1196,0425173755
1197,0451199871
1198,0373196903
1199,0671822209
1200,0380752107
1201,0425194493
1202,0446527289
1203,0743457900
1204,0394830148
1205,0345384350
1206,0060175532
1207,0671023373
1208,0679748083
1209,0425175405
1210,0380731851
1211,0345298365
1212,0380776510
1213,0425185702
1214,0886771560
1215,0684862719
1216,0684859262
1217,0684836491
1218,0671614460
1219,0345452550
1220,0399147357
1221,0345452534
1222,0316602051
1223,0688156126
1224,0440221420
1225,0553573977
1226,0451197879
1227,0380796090
1228,0446604666
1229,0312860951
1230,0340792655
1231,0061015725
1232,0553579754
1233,0425181200
1234,0451163494
1235,0425157164
1236,0449221482
1237,0316154067
1238,0312958455
